list-i-m,12,32,1,1152,2050021,1779,471336
list-d-m,12,32,1,1152,2179192,1891,241483
list-il-m,12,32,1,1152,2097245,1820,489034
list-dl-m,12,32,1,1152,2106297,1828,508188
list-i-s,12,32,1,1152,8416997,7306,2612266
list-d-s,12,32,1,1152,8187141,7106,2980802
list-il-s,12,32,1,1152,8888434,7715,5604805
list-dl-s,12,32,1,1152,6106949,5301,4122627
list-id-none,1,1,4,3,101954,33984,0
list-id-none,4,1,4,12,123987,10332,0
list-id-none,8,1,4,24,240015,10000,0
list-id-none,12,1,4,36,321527,8931,0
list-id-none,16,1,4,48,455459,9488,0
list-id-none,1,2,4,6,122963,20493,0
list-id-none,8,2,4,48,260796,5433,0
list-id-none,12,2,4,72,326913,4540,0
list-id-none,16,2,4,96,387409,4035,0
list-id-none,1,4,4,12,128024,10668,0
list-id-none,4,4,4,48,142595,2970,0
list-id-none,8,4,4,96,225286,2346,0
list-id-none,12,4,4,144,302306,2099,0
list-id-none,16,4,4,192,420138,2188,0
list-id-none,1,8,4,24,106999,4458,0
list-id-none,4,8,4,96,159214,1658,0
list-id-none,8,8,4,192,228199,1188,0
list-id-none,16,8,4,384,409105,1065,0
list-id-none,1,16,4,48,96266,2005,0
list-id-none,12,16,4,576,402271,698,0
list-id-m,1,10,4,30,102114,3403,73
list-id-m,4,10,4,120,171142,1426,195
list-id-m,8,10,4,240,382505,1593,3751842
list-id-m,12,10,4,360,642377,1784,1261920
list-id-m,16,10,4,480,990265,2063,1909400
list-id-m,1,20,4,60,161843,2697,52
list-id-m,4,20,4,240,345998,1441,3875572
list-id-m,8,20,4,480,1573848,3278,1956527
list-id-m,12,20,4,720,1142990,1587,1974858
list-id-m,16,20,4,960,1987872,2070,498049
list-id-m,1,40,4,120,78059,650,37
list-id-m,4,40,4,480,468041,975,296
list-id-m,8,40,4,960,1451963,1512,1019875
list-id-m,12,40,4,1440,2506572,1740,-1775
list-id-m,16,40,4,1920,3412908,1777,1043625
list-id-m,1,80,4,240,196258,817,131
list-id-m,4,80,4,960,1287416,1341,1589768
list-id-m,8,80,4,1920,3137659,1634,1335396
list-id-m,12,80,4,2880,5095451,1769,1445469
list-id-m,16,80,4,3840,7475738,1946,414821
list-id-s,1,10,4,30,82034,2734,36
list-id-s,4,10,4,120,166824,1390,4491196
list-id-s,8,10,4,240,303439,1264,15808551
list-id-s,12,10,4,360,304568,846,33
list-id-s,16,10,4,480,861782,1795,12573954
list-id-s,1,20,4,60,63758,1062,29
list-id-s,4,20,4,240,264052,1100,2312442
list-id-s,8,20,4,480,707080,1473,8381041
list-id-s,12,20,4,720,1404937,1951,7799283
list-id-s,16,20,4,960,2142088,2231,7662927
list-id-s,1,40,4,120,134762,1123,29
list-id-s,4,40,4,480,813016,1693,11937706
list-id-s,8,40,4,960,2018259,2102,6614925
list-id-s,12,40,4,1440,4927302,3421,8107572
list-id-s,16,40,4,1920,8863108,4616,4941385
list-id-s,1,80,4,240,156985,654,27
list-id-s,4,80,4,960,1383384,1441,7591416
list-id-s,8,80,4,1920,5957240,3102,5110978
list-id-s,12,80,4,2880,14605651,5071,7616437
list-id-s,16,80,4,3840,26787231,6975,6445484
list-none-m,1,1000,1,3000,4200606,1400,30
list-none-m,2,1000,1,6000,22682007,3780,690953
list-none-m,4,1000,1,12000,82596597,6883,248640
list-none-m,8,1000,1,24000,371516511,15479,176074
list-none-m,12,1000,1,36000,988706666,27464,170239
list-none-m,1,1000,4,3000,1434997,478,28
list-none-m,2,1000,4,6000,10989364,1831,467613
list-none-m,4,1000,4,12000,35075108,2922,280961
list-none-m,8,1000,4,24000,126238256,5259,202233
list-none-m,12,1000,4,36000,269973379,7499,124588
list-none-m,1,1000,8,3000,967922,322,29
list-none-m,2,1000,8,6000,8166200,1361,3217313
list-none-m,4,1000,8,12000,25858039,2154,1495316
list-none-m,8,1000,8,24000,82145699,3422,332140
list-none-m,12,1000,8,36000,179928540,4998,204234
list-none-m,1,1000,16,3000,621660,207,28
list-none-m,2,1000,16,6000,5922990,987,1439994
list-none-m,4,1000,16,12000,19528557,1627,1383498
list-none-m,8,1000,16,24000,53294096,2220,687915
list-none-m,12,1000,16,36000,109817867,3050,80760
list-none-s,1,1000,1,3000,4130223,1376,37
list-none-s,2,1000,1,6000,45460489,7576,4932796
list-none-s,4,1000,1,12000,306226505,25518,4374878
list-none-s,8,1000,1,24000,2050475976,85436,5326338
list-none-s,12,1000,1,36000,6480264315,180007,4972944
list-none-s,1,1000,4,3000,1358474,452,27
list-none-s,2,1000,4,6000,17378138,2896,1176215
list-none-s,4,1000,4,12000,79524716,6627,1757689
list-none-s,8,1000,4,24000,509720047,21238,3389621
list-none-s,12,1000,4,36000,1329001316,36916,3269537
list-none-s,1,1000,8,3000,1439843,479,27
list-none-s,2,1000,8,6000,9683507,1613,328291
list-none-s,4,1000,8,12000,58592179,4882,657188
list-none-s,8,1000,8,24000,221453189,9227,1735675
list-none-s,12,1000,8,36000,717705028,19936,2947765
list-none-s,1,1000,16,3000,643588,214,26
list-none-s,2,1000,16,6000,6686270,1114,852037
list-none-s,4,1000,16,12000,29915377,2492,953836
list-none-s,8,1000,16,24000,131666227,5486,1768714
list-none-s,12,1000,16,36000,311619975,8656,2068429
